servicioResponsable,descripcion,codigo,ejecutado,estado,ano,gastadoAnosAnteriores,servicioResponsableEjecucion,fechaRegistro,etapa,fuenteFinanciamiento,solicitado,rate,nombreIniciativa,provision,unidadTecnica,comuna,georeferenciacion,totalBeneficiarios,id,tipoIniciativa,sector
Gobierno Regional,"PERMITE LA EJECUCION DE PROYECTOS DE VIVIENDAS SUBSIDIADAS EN LOS TERRENOS DE EL ALTO. ESTE ESTUDIO PERMITIRA DEFINIR LA CALIDAD DE SUELO Y LOS COSTOS EXTRAORDINARIOS ASOCIADAOS A LA CONSTRUCCION EN SUELOS SALINOS.ESPECIFICAMENTE, SE REALIZARA LEVANTAMIENTO TOPOGRAFICO, RECOPILACION DE INFORMACION GEOTECNICA DEL SUELO DE FUNDACION, IDENTIFICAR LOSO SECTORES DE MAYOR CONTENIDO SALINO, ANALIZAR LA COMPOSICION DEL SUELO IDENTIFICANDO FOCOS DE CONTAMINACION, PROPOSICION DE TRES ALTERNATIVAS PARA EL DISEO DE FUNDACIONES DE LAS FUTURAS VIVIENDAS, REALIZAR UN ANALISIS DE COMPARACION DE COSTOS ENTRE CONSTRUCCION DE VIVIENDAS EN SUELOS NORMALES V/S SUELOS SALINOS Y FINALMENTE IDENTFICAR DETALLADAMENTE LOS SECTORES DONDE SERA POSIBLE CONSTRUIR VIVIENDAS SUBSIDIADAS PARA LOS DIFERENTES PROGRAMAS DEL MINVU.",30072727,,16,2012,9246340,,20120210,6,31.01,64242720,1,"DIAGNOSTICO CALIDAD SUELOS CONSTRUCCION VIVIENDA SUBSIDIADA,EL ALTO",,null,Arica,"[{x:362886,y:7958512,ogc:32719}]",5000,1,EJECUCION,Multisectorial
Gobierno Regional,null,30101016,,16,2012,1500000,,20120210,4,31.02,11116950,1,"CONSTRUCCION PARQUE DEL ENCUENTRO EN EL MORRO, ARICA",,null,Arica,"[{x:360204,y:7956254,ogc:32719}]",55034,1,EJECUCION,Multisectorial
Gobierno Regional,null,30104812,,null,2012,0,,20120210,6,31.02,128560825,1,"MEJORAMIENTO DE PAVIMENTOS AV. CHILE 200MTS/L DETRAS DE IDIEM, ARICA",,null,Arica,"[{x:360981,y:7956899,ogc:32719},{x:361714,y:7957486,ogc:32719}]",5612,1,EJECUCION,Transporte
Gobierno Regional,null,30080193,,14,2012,54335957,,20120210,6,31.02,0,1,"CONSTRUCCION PAVIMENTOS SECTOR PAMPA NUEVA, ARICA",,Seremi de Vivienda y Urbanismo,Arica,"[{x:363033,y:7957925,ogc:32719},{x:362740,y:7957193,ogc:32719}]",9460,1,EJECUCION,Transporte
Gobierno Regional,null,30101640,,16,2012,0,,20130110,6,29,0,0,null,,Gobierno Regional,Arica,"[{x:360707,y:7953774,ogc:32719}]",55000,1,EJECUCION,Multisectorial
Gobierno Regional,null,30096774,,16,2012,36000000,,20120210,6,33.01,9000000,1,DIAGNOSTICO CATASTRO DE IGLESIAS Y CAPILLAS COMUNA DE GRAL.LAGOS,Puesta en Valor del Patrimonio,Gobierno Regional,Gral Lagos,"[{x:363651,y:7959435,ogc:32719}]",1179,1,EJECUCION,null
Gobierno Regional,null,30116979,,null,2012,40000000,,20120210,6,33.01,10000000,0,null,Puesta en Valor del Patrimonio,Gobierno Regional,Regional,"[{x:360181,y:7967774,ogc:32719}]",188010,1,EJECUCION,null
Gobierno Regional,"LA ETAPA A PROGRAMAR CONSISTE EN LA RESTAURACION DE LA IGLESIA DE ACUERDO A ANTECEDENTES HISTORICOS, ARQUITECTONICOS Y DISEOS DE ARQUITECTURA, ESTRUCTURA Y DE INSTALACIONES CORRESPONDIENTES,  DE ACUERDO A LO DETERMINADO EN LA ETAPA DE DISEO Y SU PROYECTO RESPECTIVO DE ACUERDO A LO ESTIPULADO PARA UN OBRA DE ESTA NATURALEZA, EL CUAL TRAVES DE LICITACION PUBLICA DE EMPRESAS ESPECIALIZADAS PROCEDERA A SU RESTAURACION DE LO ESTABLECIDO EN EL DISEO.",30067320,,14,2012,93558000,,20120210,6,33.01,0,1,null,Puesta en Valor del Patrimonio,Gobierno Regional,Regional,"[{x:424940,y:7919025,ogc:32719}]",13843,1,EJECUCION,null
Gobierno Regional,null,30106429,,16,2012,5600000,,20120210,6,33.01,1400000,1,"DIAGNOSTICO DECLARATORIA M.N. IGLESIA DE COBIJA, COMUNA DE CAMARONE",Puesta en Valor del Patrimonio,Gobierno Regional,Camarones,"[{x:449810,y:7920311,ogc:32719}]",1220,1,EJECUCION,null
Gobierno Regional,null,30106432,,16,2012,5600000,,20120210,6,33.01,1400000,1,"DIAGNOSTICO DECLARATORIA M.N. IGLESIA DE PACHAMA, COMUNA DE PUTRE",Puesta en Valor del Patrimonio,Gobierno Regional,Putre,[],1977,1,EJECUCION,null
Gobierno Regional,null,30106433,,16,2012,5600000,,20120210,6,33.01,1400000,1,"DIAGNOSTICO DECLARATORIA M.N. IGLESIA DE AICO, COMUNA DE CAMARONES",Puesta en Valor del Patrimonio,Gobierno Regional,Camarones,"[{x:453703,y:7922424,ogc:32719}]",1220,1,EJECUCION,null
Gobierno Regional,null,30106436,,16,2012,5600000,,20120210,6,33.01,1400000,1,"DIAGNOSTICO DECLARATORIA M.N. IGLESIA TIMALCHACA, COMUNA DE PUTRE",Puesta en Valor del Patrimonio,Gobierno Regional,Putre,"[{x:452534,y:7936823,ogc:32719}]",1977,1,EJECUCION,null
null,null,24.01.266,,null,2012,0,,null,6,24.01,4619462918,5,null,,null,Regional,[],10496,101,EJECUCION,null
null,null,24.01.268,,null,2012,0,,null,6,24.01,1257136313,5,null,,null,Regional,[],10500,101,EJECUCION,null
null,null,24.03.398,,null,2012,0,,null,6,24.03,1019165190,5,null,,null,Regional,[],2772,101,EJECUCION,null
null,null,24.03.517,,null,2012,0,,null,6,24.03,25812000,0,null,,null,Regional,[],3290,101,EJECUCION,null
null,null,33.01.264,,null,2012,0,,null,6,33.01,479921456,5,null,,null,Regional,[],50758,101,EJECUCION,null
Servicio Nacional de Menores,null,,,null,2012,0,,null,6,24.01,162500000,0,null,,Servicio Nacional de Menores,Regional,[],1102,117,EJECUCION,Justicia
Servicio Nacional de Menores,null,,,null,2012,0,,null,6,24.01,67500000,0,null,,Servicio Nacional de Menores,Arica,[],3700,117,EJECUCION,Justicia
Servicio Nacional de Menores,null,,,null,2012,0,,null,6,24.01,1508500000,0,null,,Servicio Nacional de Menores,Regional,[],708,117,EJECUCION,Justicia
Servicio Nacional de Menores,null,,,null,2012,0,,null,6,24.01,481500000,0,null,,Servicio Nacional de Menores,Regional,[],239,117,EJECUCION,Justicia
Instituto Nacional de Deportes,"SE DESARROLLARAN CENTROS DEPORTIVOS EN LAS DISCIPLINAS DEPORTIVAS ESTRATEGICAS PARA EL PAIS Y LA REGION:ATLETISMO - JUDO - KARATE - NATACION - ESGRIMA - GIMNASIA ARTISTICA",24.01.337,,null,2012,0,,null,6,24.01,70563000,0,Posicionamiento Del Deporte De Alto Rendimiento,,Instituto Nacional de Deportes,Regional,[],284,89,EJECUCION,Deportes
Instituto Nacional de Deportes,null,24.01.346,,null,2012,0,,null,6,24.01,28651000,0,Formacion Para el Deporte,,Instituto Nacional de Deportes,Regional,[],786,89,EJECUCION,Deportes
Instituto Nacional de Deportes,"ACTIVIDADES FISICAS REALIZADAS EN EL TIEMPO LIBRE  CON EXIGENCIA AL ALCANCE DE TODA PERSONA , DE ACUERDO A SU ESTADO FISICO Y A SU EDAD Y PRACTICADAS SEGUN REGLAS DE LA ESPECIALIDAD DEPORTIVA O ESTABLECIDAS DE COMUN ACUERDO POR LOS PARTICIPANTES , CON EL FIN DE PROPENDER A MEJORAR LA CALIDAD DE VIDA Y LA SALUD DE LA POBLACION ASI COMO FOMENTAR LA CONVIVENCIA FAMILIAR Y SOCIAL.",24.01.347,,null,2012,0,,null,6,24.01,24212000,0,Deporte Recreativo Sector Privado,,Instituto Nacional de Deportes,Regional,[],480,89,EJECUCION,Deportes
Instituto Nacional de Deportes,PROYECTOS PARA ORGANIZACIONES DEPORTIVAS PRONCIPALMENTE CLUBES DEPORTIVOS DE LA REGION.,24.01.348,,null,2012,0,,null,6,24.01,27234000,0,Deporte de Competicion Sector privado,,Instituto Nacional de Deportes,Regional,[],3239,89,EJECUCION,Deportes
Instituto de Seguridad Laboral,null,2211000R15,,null,2012,0,,null,6,22.11,17903803,0,null,,Instituto de Seguridad Laboral,Regional,[],100,920,EJECUCION,Social
Instituto Nacional de Deportes,"INCLUYE LOS SIGUIENTES PROGRAMAS:A) JUEGOS BINACIONALES (JUEGOS DEPORTIVOS DE LAS JUVENTUDES TRASANDINAS)",24.01.359,,null,2012,0,,20120501,6,24.01,90000000,0,Chile se Pone en Forma - Deporte Competitivo      JUEGOS BINACIONALES,,Instituto Nacional de Deportes,Regional,[],5020,89,EJECUCION,Deportes
Instituto Nacional de Deportes,PROYECTOS AREA PUBLICA MODALIDAD FORMACION PARA EL DEPORTE,24.03.050,,null,2012,0,,null,6,24.03,5766000,0,Formacion Para el Deporte,,Instituto Nacional de Deportes,Regional,[],100,89,EJECUCION,Deportes
Instituto Nacional de Deportes,PROYECTOS PUBLICOS MODALIDAD DEPORTE RECREATIVO (YA DEFINIDO EN OTRA ACTIVIDAD) ORIENTADA A SERVICIOS PUBLICOS,24.03.051,,null,2012,0,,null,6,24.03,11984000,0,Deporte Recreativo Sector Publico,,Instituto Nacional de Deportes,Regional,[],100,89,EJECUCION,Deportes
Instituto Nacional de Deportes,PROYECTOS DESTINADOS A FOMENTAR EL DEPORTE COMPETITIVO EN LA REGION - POSTULAN PRINCIPALMENTE ORGANIZACIONES DEPORTIVAS,24.03.052,,null,2012,0,,null,6,24.03,9727000,0,Deporte De Competicion Sector publico,,Instituto Nacional de Deportes,Regional,[],432,89,EJECUCION,Deportes
Instituto Nacional de Deportes,null,24.03.057,,null,2012,0,,20120326,6,24.03,51666000,0,null,,Instituto Nacional de Deportes,Regional,[],3834,89,EJECUCION,Deportes
Instituto Nacional de Deportes,DE INFRAESTRUCTURA  PARA EL SECTOR PRIVADO. SE ESTIMA QUE A LO MENOS DEBIESE PRESENTARSE DE PARTE DE LAS ORGANIZACIONES DEPORTIVAS UN PROYECTO. OBRAS MENORES - REPARACIONES ,33.01.001,,null,2012,0,,null,6,33.01,7928000,0,Aportes al Sector Privado,,Instituto Nacional de Deportes,Regional,[],100,89,EJECUCION,Deportes
Instituto Nacional de Deportes,Se espera que a lo menos una de ellas presente proyectos. Solo participan municipios,33.03.001,,null,2012,0,,null,6,33.03,8046000,0,Aporte A Otras Entidades Publicas,,Instituto Nacional de Deportes,Regional,[],150,89,EJECUCION,Deportes
Gobierno Regional,null,30108992,,16,2012,105000000,,20120215,6,33.03,45000000,0,null,,Gobierno Regional,Regional,[],1550,1,EJECUCION,Silvoagropecuario
Direccion General de Aeronautica Civil,Pago Mensual al Concesionario Aeroporturio del Aeropuerto de Chacalluta de la ciudad de Arica,,,null,2012,0,,null,6,33.01,1553247269,0,Pagos a Concesionario Aeroportuario,,Direccion General de Aeronautica Civil,Arica,[],0,266,EJECUCION,Defensa y Seguridad
null,Pago de Beneficios Previsionales,23.01.001,,16,2012,0,,7777,6,23.01,29100964428,9,null,,null,Arica,[],11524,125,EJECUCION,Social
null,Pago de Beneficios Previsionales,23.01.001,,16,2012,0,,7777,6,23.01,15450858,9,null,,null,Camarones,[],6,125,EJECUCION,Social
null,Pago de Beneficios Previsionales,23.01.001,,16,2012,0,,7777,6,23.01,33525448,9,null,,null,Putre,[],13,125,EJECUCION,Social
null,Pago de Beneficios Previsionales,23.01.001,,16,2012,0,,7777,6,23.01,2623730,9,null,,null,Gral Lagos,[],1,125,EJECUCION,Social
null,Pago de Beneficios Previsionales,23.02.001,,16,2012,0,,7777,6,23.02,108837216,9,null,,null,Arica,[],22586,125,EJECUCION,Social
null,Pago de Beneficios Previsionales,23.02.001,,16,2012,0,,7777,6,23.02,57784,9,null,,null,,[],12,125,EJECUCION,Social
null,Pago de Beneficios Previsionales,23.02.001,,16,2012,0,,7777,6,23.02,125384,9,null,,null,Putre,[],26,125,EJECUCION,Social
null,Pago de Beneficios Previsionales,23.02.001,,16,2012,0,,7777,6,23.02,9815,9,null,,null,Gral Lagos,[],2,125,EJECUCION,Social
null,Pago de Beneficios social,23.02.007,,16,2012,0,,7777,6,23.02,4154322260,9,null,,null,Arica,[],3892,125,EJECUCION,Social
null,Pago de Beneficios social,23.02.007,,16,2012,0,,7777,6,23.02,51249316,9,null,,null,Camarones,[],48,125,EJECUCION,Social
null,Pago de Beneficios social,23.02.007,,16,2012,0,,7777,6,23.02,157992659,9,null,,null,Putre,[],148,125,EJECUCION,Social
null,Pago de Beneficios social,23.02.007,,16,2012,0,,7777,6,23.02,104553965,9,null,,null,Gral Lagos,[],98,125,EJECUCION,Social
null,Pago de Beneficios social,23.02.008,,16,2012,0,,7777,6,23.02,1809844279,9,null,,null,Arica,[],1771,125,EJECUCION,Social
null,Pago de Beneficios social,23.02.008,,16,2012,0,,7777,6,23.02,13220055,9,null,,null,Camarones,[],13,125,EJECUCION,Social
null,Pago de Beneficios social,23.02.008,,16,2012,0,,7777,6,23.02,18433598,9,null,,null,Putre,[],18,125,EJECUCION,Social
null,Pago de Beneficios social,23.02.008,,16,2012,0,,7777,6,23.02,20481776,9,null,,null,Gral Lagos,[],20,125,EJECUCION,Social
null,Pago de Beneficios social,23.02.009,,16,2012,0,,7777,6,23.02,201367674,9,Subsidio de Discapacidad Mental,,null,Arica,[],260,125,EJECUCION,Social
null,Pago de Beneficios social,23.02.009,,16,2012,0,,7777,6,23.02,2331023,9,Subsidio de Discapacidad Mental,,null,Camarones,[],3,125,EJECUCION,Social
null,Pago de Beneficios social,23.02.009,,16,2012,0,,7777,6,23.02,777008,9,Subsidio de Discapacidad Mental,,null,Gral Lagos,[],1,125,EJECUCION,Social
null,Pago de Beneficios social,23.02.006,,16,2012,0,,7777,6,23.02,1195779,9,null,,null,Arica,[],42,125,EJECUCION,Social
null,null,,,null,2012,0,,null,6,24.03,38051492,0,Programa Barrio en Paz Residencial,,null,Arica,[],5460,1007,EJECUCION,Social
null,null,24.03.492,,null,2012,0,,null,6,24.03,47979939,0,null,,null,Regional,[],181402,218,EJECUCION,Multisectorial
null,null,24.03.494,,null,2012,0,,null,6,24.03,84073184,0,null,,null,Regional,[],1081402,218,EJECUCION,Multisectorial
Instituto de Seguridad Laboral,null,23-01-009R15,,null,2012,0,,null,6,23.01,78722422,0,Bonificaciones de Salud,,Instituto de Seguridad Laboral,Regional,[],100,920,EJECUCION,Social
Gobierno Regional,null,30110765,,null,2012,64556593,,20120221,6,33.01,0,0,null,,Gobierno Regional,Regional,"[{x:361380,y:7962591,ogc:32719}]",5150,1,EJECUCION,Silvoagropecuario
null,null,FDT-2008-04,,null,2012,199093778,,20120217,6,33.01,14270630,5,null,,null,Regional,[],9470,153,EJECUCION,Comunicaciones
null,null,24.03.495,,null,2012,0,,null,6,24.03,53568406,0,PROGRAMA CENSAL 2012,,null,Regional,[],181402,218,EJECUCION,Multisectorial
Gobierno Regional,DISEO E IMPLEMENTACION DE PLAN DE MANEJO PARA EL DESARROLLO DE UNA PESQUERIA SUSTENTABLE DE LAS ALGAS PARDAS EN LA REGION DE ARICA Y PARINACOTA,30110767,,16,2012,86138994,,20120221,6,33.03,86138993,0,TRANSFERENCIA PLAN DE MANEJO PESCA SUSENTABLE DE LAS ALGAS PARDA,,Gobierno Regional,Regional,"[{x:364881,y:7959732,ogc:32719}]",874,1,EJECUCION,Pesca
Consejo Nacional de la Cultura y las Artes,LA INCIIATIVA CORRESPONDE A PROYECTOS QUE SON PRESENTADOS A FINANCIMAIENTO POR ORGANIZACIONES O PERSONAS NATURALES A LOS FONDOS CONCURSABLES DEL  CONSEJO REGIONAL DE LA CULTURA Y LAS ARTES,,,null,2012,0,,null,6,24.03,9956313,0,FONDO DE FOMENTO DEL ARTE EN EDUCACION,,Consejo Nacional de la Cultura y las Artes,Regional,[],150,19,EJECUCION,null
null,null,FDT-2008-TL,,null,2012,76450559,,20120217,6,33.01,41894889,5,null,,null,Arica,[],184957,153,EJECUCION,Comunicaciones
null,null,FDT-2011-01,,null,2012,0,,20120217,6,33.01,27000000,5,null,,null,"Arica,Camarones,Gral Lagos,Putre",[],47389,153,EJECUCION,Comunicaciones
null,null,FIS-04-2011,,null,2012,0,,20121227,6,24.01,10331391,5,null,,null,Regional,[],184957,153,EJECUCION,Comunicaciones
Direccion General de Aeronautica Civil,null,,,null,2012,0,,20120510,6,29,13311000,0,null,,Direccion General de Aeronautica Civil,ARICA,[],0,266,EJECUCION,Defensa y Seguridad
Instituto de Seguridad Laboral,Entregar integra y oportunamente el pago de las pensiones generadas por beneficiarios de las leyes 16.744 y 19.345.,23-01-001R15,,null,2012,0,,null,6,23.01,162637915,0,null,,Instituto de Seguridad Laboral,Regional,[],100,920,EJECUCION,Social
Instituto de Seguridad Laboral,Otorgamiento de Subsidios por incapacidad laboral a los beneficiarios de la ley 16.744.,23-01-012R15,,null,2012,0,,null,6,23.01,38542910,0,Subsidios por Accidentes del Trabajo,,Instituto de Seguridad Laboral,Regional,[],100,920,EJECUCION,Social
Gobierno Regional,"DESARROLLO  INDUSTRIAL DEL CULTIVO DE MICROALGAS PARA LA PRODUCCION DE ACEITE RICO EN O3, SISTEMATIZANDO TECNICAS DE MANEJO Y CULTIVO",30110768,,16,2012,115000000,,20120221,6,33.03,65000000,0,TRANSFERENCIA GENERACION Y APLICACION DE TECNOLOGIA PARA PRODUC.O3,,Gobierno Regional,Regional,"[{x:362552,y:7960869,ogc:32719}]",300,1,EJECUCION,Multisectorial
Gobierno Regional,null,30110260,,16,2012,89900000,,20120221,6,33.01,89900000,0,null,,Corporacion Agencia Regional de Desarrollo Productivo,Regional,[],10000,1,EJECUCION,null
Gobierno Regional,null,30110579,,16,2012,84845500,,20120221,6,33.03,35000000,0,null,,Gobierno Regional,Regional,"[{x:361985,y:7959135,ogc:32719}]",5000,1,EJECUCION,Multisectorial
Gobierno Regional,null,30110759,,16,2012,29529500,,20120221,6,33.01,29529500,0,TRANSFERENCIA CONSERVACION TORTUGAS MARINAS PARA ACTIV. DE TIE.,,Gobierno Regional,Regional,"[{x:361997,y:7957405,ogc:32719}]",180000,1,EJECUCION,Multisectorial
Gobierno Regional,null,30110595,,16,2012,75380767,,20120221,6,33.03,45000000,0,DIFUSION Y MANEJO PARA LA DIFER.PRODUCTIVA DE ACEITUNA DE AZAPA,,Gobierno Regional,Regional,"[{x:363153,y:7957990,ogc:32719}]",10000,1,EJECUCION,Silvoagropecuario
Gobierno Regional,null,30110575,,16,2012,69150000,,20120221,6,33.03,50000000,0,null,,Gobierno Regional,Regional,"[{x:363460,y:7955685,ogc:32719},{x:440497,y:7988389,ogc:32719}]",1000,1,EJECUCION,Multisectorial
Gobierno Regional,null,30110584,,16,2012,159973798,,20120221,6,33.03,19973797,0,EQUIPAMIENTO DE PLANTAS FOTOVOLTAICAS CON INYECCION A LA RED ,,Gobierno Regional,Regional,"[{x:358872,y:7970671,ogc:32719},{x:363002,y:7954892,ogc:32719}]",15000,1,EJECUCION,null
Seremi de Gobierno,null,24.03.313,,null,2012,0,,null,6,24.03,10748944,0,Division de Organizaciones Sociales,,Seremi de Gobierno,Regional,[],5021,90,EJECUCION,Social
Seremi de Gobierno,null,24.03.316,,null,2012,0,,null,6,24.03,48753438,0,"Fondo de Medios de Comunicación Regionales, Provinciales y Comunales",,Seremi de Gobierno,Regional,[],30,90,EJECUCION,Multisectorial
Seremi de Gobierno,null,24.03.318,,null,2012,0,,null,6,24.03,44260495,0,Fondo de Fortalecimiento de Organizaciones y Asociaciones de Interes Publico,,Seremi de Gobierno,Regional,[],2000,90,EJECUCION,Multisectorial
Gobierno Regional,null,30110568,,16,2012,63891962,,20120223,6,33.03,44168000,0,HABILITACION DEL CENTRO AVANZADO DE MANUFACTURA Y MANTENIMIENTO ,,Gobierno Regional,Regional,"[{x:363238,y:7955324,ogc:32719}]",200,1,EJECUCION,null
Gobierno Regional,null,30110708,,16,2012,38850000,,20120223,6,33.03,38850000,0,null,,Gobierno Regional,Regional,"[{x:363157,y:7957413,ogc:32719}]",1500,1,EJECUCION,Silvoagropecuario
Gobierno Regional,null,30110596,,16,2012,76867023,,20120223,6,33.03,47620000,0,null,,Gobierno Regional,Regional,"[{x:360257,y:7957392,ogc:32719}]",200000,1,EJECUCION,Salud
Gobierno Regional,null,30110702,,16,2012,70705000,,20120223,6,33.03,35000000,0,DIAGNOSTICO DE CARACTERIZACION DE SITIOS-ACUICULTURA BORDE COSTERO,,Gobierno Regional,"Arica,Camarones","[{x:363153,y:7957990,ogc:32719}]",90,1,EJECUCION,Pesca
Gobierno Regional,null,30110590,,16,2012,53690000,,20120223,6,33.03,35000000,0,EQUIPAMIENTO SISTEMA DE MONITOREO CEDER UTA UPLOAD,,Gobierno Regional,Regional,"[{x:362988,y:7954898,ogc:32719}]",10100,1,EJECUCION,null
Gobierno Regional,null,30110573,,16,2012,87798000,,20120223,6,33.03,52142000,0,EQUIPAMIENTO PARA DESARROLLO DE ACUICULTURA CON PECES MARINOS LOCAL ,,Gobierno Regional,Regional,"[{x:361993,y:7957981,ogc:32719}]",150,1,EJECUCION,Pesca
Gobierno Regional,null,30110571,,16,2012,90510000,,20120223,6,33.03,40510000,0,null,,Gobierno Regional,Regional,"[{x:363166,y:7956260,ogc:32719}]",100000,1,EJECUCION,Agua Potable y Alcantarillado
Gobierno Regional,null,30110574,,16,2012,41407269,,20120223,6,33.03,41407269,0,ANALISIS ESTUDIO PARA ELIMINAR ARSENICO EN AGUA POTABLE,,Gobierno Regional,Regional,"[{x:431862,y:8049661,ogc:32719},{x:362557,y:7960292,ogc:32719},{x:408100,y:7900690,ogc:32719},{x:440201,y:7990120,ogc:32719}]",180000,1,EJECUCION,Agua Potable y Alcantarillado
Gobierno Regional,null,30110565,,16,2012,30225000,,20120223,6,33.03,30225000,0,DIAGNOSTICO PARA INDICADORES AREA HORTICOLA E INVERSIONES REGIONAL,,Gobierno Regional,Regional,"[{x:363153,y:7957990,ogc:32719}]",120,1,EJECUCION,Silvoagropecuario
Gobierno Regional,null,30110544,,16,2012,71009988,,20120223,6,33.03,37000000,0,INVESTIGACION DE PRODUCCION MASIVA DE MICROALGAS,,Gobierno Regional,Regional,"[{x:361426,y:7956247,ogc:32719},{x:361993,y:7957981,ogc:32719},{x:440787,y:7988390,ogc:32719},{x:407530,y:7898963,ogc:32719},{x:431285,y:8047921,ogc:32719}]",400,1,EJECUCION,Pesca
Gobierno Regional,null,30110585,,16,2012,62380000,,20120223,6,33.03,30000000,0,null,,Gobierno Regional,Regional,"[{x:362557,y:7960292,ogc:32719}]",1000,1,EJECUCION,Silvoagropecuario
null,TRANSFERIR FONDOS SIRDS PREFERENTEMENTE AL SECTOR MAS VULNERABLE CON EL OBJETO DE IGUALAR LAS OPORTUNIDADES PARA MEJORAR LA CAPACIDAD PRODUCTIVA DE LOS SUELOS AGRICOLAS.,24.01.404,,null,2012,0,,null,6,24.01,159700000,0,Sistema de Incentivos Ley N° 20.412 ,,null,Regional,[],80,278,EJECUCION,Silvoagropecuario
Seremi de Desarrollo Social,null,24.03.342,,null,2012,0,,null,6,24.03,26928205,0,null,,Seremi de Desarrollo Social,"ARICA,PARINACOTA",[],1200,36,EJECUCION,Social
Servicio Nacional de Turismo,null,24.01.132,,null,2012,0,,20120913,6,24.01,496201243,9,Programa Vacaciones Tercera Edad,,Servicio Nacional de Turismo,Regional,[],4645,215,EJECUCION,"Industria, Comercio, Finanzas y Turismo"
null,null,24.01.003,,null,2012,0,,20120223,6,24.01,14206290,0,null,,null,Regional,[],60,126,EJECUCION,Multisectorial
null,null,24.01.004,,null,2012,0,,null,6,24.01,67000000,0,null,,null,Regional,[],400,126,EJECUCION,Multisectorial
null,null,24.01.010,,null,2012,0,,null,6,24.01,236000000,0,Bono De Capacitacion Trabajadores Activos ,,null,Regional,[],500,126,EJECUCION,Multisectorial
null,null,24.01.090,,null,2012,0,,null,6,24.01,215721500,0,Programa De Formacion En El Puesto De Trabajo ,,null,Regional,[],135,126,EJECUCION,Multisectorial
null,null,24.01.258,,null,2012,0,,null,6,24.01,38853000,0,Bono De Intermediacion Laboral ,,null,Regional,[],200,126,EJECUCION,Multisectorial
null,null,24.01.266,,null,2012,0,,null,6,24.01,35684240,0,Programa de Intermediacion Laboral,,null,Regional,[],3900,126,EJECUCION,Multisectorial
Gobierno Regional,null,30110547,,null,2012,44143000,,20120223,6,33.03,44203000,0,null,,Gobierno Regional,Regional,"[{x:362579,y:7957121,ogc:32719}]",100,1,EJECUCION,null
Gobierno Regional,null,30114819,,null,2012,55807000,,20120223,6,33.01,0,0,DIAGNOSTICO OBSERVATORIO APLICADO PARA PROMOVER CULTURA,,null,Regional,"[{x:364313,y:7957998,ogc:32719}]",5000,1,EJECUCION,Multisectorial
Gobierno Regional,null,30114817,,null,2012,75000000,,20120223,6,33.01,60000000,0,null,,null,Regional,"[{x:366626,y:7959168,ogc:32719}]",100,1,EJECUCION,Multisectorial
Gobierno Regional,null,30114820,,null,2012,58000000,,20120223,6,33.01,0,0,DIAGNOSTICO OBSERVATORIO PILOTO DE EMPREND INNOVA. SISTEMA,,Gobierno Regional,Regional,"[{x:363153,y:7957990,ogc:32719}]",2000,1,EJECUCION,Multisectorial
